2205.000 0.003
2210.000 2.493
2215.000 2.617
2220.000 2.717
2225.000 2.800
2230.000 2.885
2235.000 2.997
2240.000 3.123
2245.000 3.284
2250.000 3.466
2255.000 3.677
2260.000 3.944
2265.000 4.089
2270.000 4.459
2275.000 4.882
2280.000 5.470
2285.000 6.193
2290.000 7.179
2295.000 8.348
2300.000 10.676
2305.000 19.084
2310.000 25.913
2315.000 12.734
2320.000 7.393
2325.000 5.939
2330.000 4.116
2335.000 2.799
2340.000 1.935
2345.000 1.414
2350.000 1.076
2355.000 0.841
2360.000 0.681
2365.000 0.561
2370.000 0.468
2375.000 0.398
2380.000 0.341
2385.000 0.318
2390.000 0.277
2395.000 0.242
2400.000 0.213
